p.value	p.adjust	chi_square_statistic	Gene	n_cond1	n_cond2	n_samples_cond1	n_samples_cond2	n_possible_sites_cond1	n_possible_sites_cond2	p.adjust2
2.01E-05	0.000200453	18.18437056	OLA1	37	35	22	8	616	224	0.105839165
2.03E-05	0.000203015	18.15711462	CYCS	1	9	22	8	176	64	0.106988913
2.09E-05	0.000208742	18.10107559	STXBP4	4	12	22	8	154	56	0.109798359
2.13E-05	0.000211517	18.0698208	ELP2	1	9	22	8	198	72	0.111046325
2.13E-05	0.000211517	18.0698208	RNFT2	1	9	22	8	198	72	0.111046325
2.14E-05	0.000212194	18.06068974	PAICS	70	4	22	8	484	176	0.111046325
2.17E-05	0.000214835	18.03409091	PTPN14	45	0	22	8	198	72	0.112143999
2.20E-05	0.000217685	18.0059647	NXPE3	55	1	22	8	484	176	0.113413946
2.21E-05	0.000217953	18.00058777	SOD2	1	9	22	8	220	80	0.113413946
2.25E-05	0.000222024	17.96233584	GIGYF2	62	2	22	8	836	304	0.115230352
2.30E-05	0.000226128	17.9244458	PUM1	177	106	22	8	2288	832	0.117134505
2.31E-05	0.000226413	17.91903409	YIPF6	2	8	22	8	22	8	0.117134505
2.43E-05	0.000238693	17.81550481	RP11-69E11.4	5	13	22	8	242	88	0.1231658
2.49E-05	0.000244183	17.76923077	ARHGEF2	50	0	22	8	704	256	0.125754481
2.51E-05	0.000245381	17.75392061	POLR2J2	0	7	22	8	44	16	0.126125903
2.51E-05	0.000245381	17.75392061	SNX22	0	7	22	8	44	16	0.126125903
2.52E-05	0.000245684	17.74857955	ZNF146	6	14	22	8	374	136	0.126125903
2.64E-05	0.000256448	17.66402749	U91328.19	4	12	22	8	220	80	0.131044729
2.70E-05	0.000262307	17.61807528	MTFMT	2	10	22	8	220	80	0.133776736
2.81E-05	0.000271577	17.5431103	STAU2	3	11	22	8	220	80	0.138232916
2.81E-05	0.000271577	17.54557292	TLK2	5	13	22	8	330	120	0.138232916
2.81E-05	0.000271577	17.54557292	PSMD11	5	13	22	8	330	120	0.138232916
2.93E-05	0.000282155	17.46538766	RNF138	3	11	22	8	242	88	0.142770409
2.93E-05	0.000282155	17.46454273	DEGS1	47	0	22	8	352	128	0.142770409
2.99E-05	0.000288184	17.42139817	UBE2D2	11	18	22	8	616	224	0.145244689
3.11E-05	0.0002992	17.34715002	STAT3	3	11	22	8	286	104	0.150497548
3.13E-05	0.000299648	17.3384233	RANBP9	4	12	22	8	330	120	0.150497548
3.12E-05	0.000299648	17.3409579	Y_RNA	61	48	22	8	990	360	0.150497548
3.17E-05	0.000303398	17.3118511	RBM6	46	40	22	8	1100	400	0.151699117
3.73E-05	0.000354354	17.0052613	ACACA	0	7	22	8	66	24	0.176822807
3.73E-05	0.000354354	17.0052613	DPY19L3	0	7	22	8	66	24	0.176822807
3.73E-05	0.000354354	17.0052613	SPTLC1	0	7	22	8	66	24	0.176822807
3.73E-05	0.000354354	17.0052613	MCPH1	0	7	22	8	66	24	0.176822807
3.76E-05	0.000356434	16.99123989	VAMP4	72	5	22	8	484	176	0.176822807
3.85E-05	0.000364727	16.94467108	CLASP2	47	40	22	8	814	296	0.180174984
3.87E-05	0.000366637	16.93185285	BCR	16	21	22	8	352	128	0.180752106
4.39E-05	0.000415092	16.69340015	DENND6A	37	34	22	8	616	224	0.204225222
4.49E-05	0.000421848	16.65412022	UQCC1	0	7	22	8	88	32	0.207127127
4.49E-05	0.000421848	16.65412022	CTC-338M12.4	0	7	22	8	88	32	0.207127127
4.49E-05	0.000421848	16.65412022	WDR74	0	7	22	8	88	32	0.207127127
4.99E-05	0.000467584	16.45031105	MLH1	0	7	22	8	110	40	0.228180864
4.99E-05	0.000467584	16.45031105	NUP85	0	7	22	8	110	40	0.228180864
4.99E-05	0.000467584	16.45031105	KXD1	0	7	22	8	110	40	0.228180864
5.10E-05	0.000476586	16.41130087	EMILIN2	2	9	22	8	66	24	0.231144125
5.11E-05	0.000477331	16.40548282	CDK13	39	0	22	8	132	48	0.231144125
5.12E-05	0.000477539	16.40180249	RILPL2	8	15	22	8	330	120	0.231144125
5.14E-05	0.000478631	16.3946281	ZFYVE20	45	0	22	8	396	144	0.231144125
5.25E-05	0.00048775	16.35601326	BRE	46	0	22	8	572	208	0.234607593
5.36E-05	0.000492675	16.31718715	CAAP1	0	7	22	8	132	48	0.236483967
5.36E-05	0.000492675	16.31718715	QPCTL	0	7	22	8	132	48	0.236483967
5.36E-05	0.000492675	16.31718715	RHOT1	0	7	22	8	132	48	0.236483967
5.36E-05	0.000492675	16.31718715	SUPT6H	0	7	22	8	132	48	0.236483967
5.36E-05	0.000492675	16.31718715	AC013283.1	0	7	22	8	132	48	0.236483967
5.36E-05	0.000492675	16.31718715	LINC00899	0	7	22	8	132	48	0.236483967
5.36E-05	0.000492675	16.31718715	MFSD11	0	7	22	8	132	48	0.236483967
5.63E-05	0.00051386	16.22341021	UBA2	0	7	22	8	154	56	0.243055922
5.63E-05	0.00051386	16.22341021	ZNF3	0	7	22	8	154	56	0.243055922
5.63E-05	0.00051386	16.22341021	CTA-292E10.6	0	7	22	8	154	56	0.243055922
5.63E-05	0.00051386	16.22341021	RP11-386G11.10	0	7	22	8	154	56	0.243055922
5.63E-05	0.00051386	16.22341021	SMYD4	0	7	22	8	154	56	0.243055922
5.69E-05	0.000516157	16.20383523	ATP5S	0	6	22	8	22	8	0.243055922
5.69E-05	0.000516157	16.20383523	TMEM180	0	6	22	8	22	8	0.243055922
5.69E-05	0.000516157	16.20383523	ZNF552	0	6	22	8	22	8	0.243055922
5.69E-05	0.000516157	16.20383523	CWF19L1	0	6	22	8	22	8	0.243055922
5.85E-05	0.000528819	16.14962437	PAIP1	6	13	22	8	176	64	0.245372149
5.85E-05	0.000528819	16.15114627	POGZ	37	34	22	8	968	352	0.245372149
5.84E-05	0.000528819	16.15444215	ZCCHC11	34	32	22	8	660	240	0.245372149
6.41E-05	0.000578555	15.97665848	RSL1D1	1	8	22	8	88	32	0.266713784
6.75E-05	0.000608129	15.8795413	DHX30	29	29	22	8	748	272	0.279739467
7.00E-05	0.00062926	15.8121575	CELF1	7	14	22	8	396	144	0.288830222
7.34E-05	0.000656264	15.7217118	NUP188	1	8	22	8	110	40	0.30056896
7.34E-05	0.000656264	15.7217118	TMEM154	1	8	22	8	110	40	0.30056896
7.34E-05	0.000656264	15.7217118	CD83	1	8	22	8	110	40	0.30056896
7.34E-05	0.000656264	15.7217118	ATG14	1	8	22	8	110	40	0.30056896
7.63E-05	0.000680592	15.6474163	MAPK14	26	27	22	8	682	248	0.308988722
7.63E-05	0.000680592	15.6485008	QRICH1	41	36	22	8	1144	416	0.308988722
7.69E-05	0.000684082	15.63230803	PRKRIP1	11	17	22	8	440	160	0.309205264
7.69E-05	0.000684082	15.6327058	STAT5B	6	13	22	8	286	104	0.309205264
7.75E-05	0.000686802	15.61938637	ATP11B	43	0	22	8	374	136	0.309205264
7.75E-05	0.000686802	15.61953214	UBXN7	60	3	22	8	572	208	0.309205264
8.01E-05	0.00070912	15.5562201	VCPKMT	1	8	22	8	132	48	0.317685564
8.11E-05	0.000716984	15.53267045	OR2W3	9	15	22	8	176	64	0.32049177
8.15E-05	0.000719972	15.52211302	CAMLG	60	3	22	8	616	224	0.32110756
8.32E-05	0.000732541	15.48402163	CERS5	6	13	22	8	352	128	0.325980583
8.32E-05	0.000732541	15.48402163	SPIN1	6	13	22	8	352	128	0.325980583
8.52E-05	0.000748688	15.4401289	ZFYVE20	1	8	22	8	154	56	0.331668933
8.76E-05	0.000768155	15.38626824	API5	10	16	22	8	308	112	0.339524623
8.75E-05	0.000768155	15.38861587	LRCH3	77	7	22	8	506	184	0.339524623
8.91E-05	0.000778006	15.35419126	DDX46	1	8	22	8	176	64	0.3423227
8.91E-05	0.000778006	15.35419126	PIAS1	1	8	22	8	176	64	0.3423227
8.91E-05	0.000778006	15.35419126	C6orf57	1	8	22	8	176	64	0.3423227
9.06E-05	0.000788801	15.32284342	CENPP	5	12	22	8	264	96	0.344706064
9.06E-05	0.000788801	15.32284342	SNRPC	5	12	22	8	264	96	0.344706064
9.14E-05	0.000791909	15.30747064	PSMB7	19	0	22	8	22	8	0.344706064
9.14E-05	0.000791909	15.30747064	ICAM2	3	8	22	8	22	8	0.344706064
9.14E-05	0.000791909	15.30747064	S100A11	3	8	22	8	22	8	0.344706064
9.23E-05	0.000798993	15.2880094	NUFIP2	1	8	22	8	198	72	0.34516486
9.31E-05	0.000804373	15.27269586	PPA2	62	4	22	8	374	136	0.346684842
9.41E-05	0.000812675	15.25066845	LIN52	4	11	22	8	198	72	0.34945045
9.66E-05	0.000832837	15.20175776	CNOT4	2	9	22	8	154	56	0.357287284
9.87E-05	0.00084961	15.16148325	UPF2	4	11	22	8	220	80	0.363633082
0.000102102	0.00087649	15.09744126	CCM2	2	9	22	8	176	64	0.374261148
0.000102102	0.00087649	15.09744126	ZNF431	2	9	22	8	176	64	0.374261148
0.000106531	0.000911985	15.01729076	RBL2	2	9	22	8	198	72	0.387593447
0.000106531	0.000911985	15.01729076	MGME1	2	9	22	8	198	72	0.387593447
0.000109396	0.000935226	14.96719744	CSTF3-AS1	3	10	22	8	220	80	0.395600705
0.000111169	0.000949072	14.93686869	LSM14A	4	11	22	8	308	112	0.40050823
0.00011146	0.000950245	14.93194153	TFDP2	43	0	22	8	748	272	0.40050823
0.000113014	0.000959535	14.90581776	ZC3HC1	3	10	22	8	242	88	0.403004547
0.000113014	0.000959535	14.90581776	NARF	3	10	22	8	242	88	0.403004547
0.000113014	0.000959535	14.90581776	PML	3	10	22	8	242	88	0.403004547
0.000114154	0.000967892	14.88687587	RPN1	42	0	22	8	484	176	0.403610989
0.000118754	0.001005518	14.81236436	SUZ12	3	10	22	8	286	104	0.418295625
0.000135975	0.001149759	14.5571033	ZBTB8A	42	0	22	8	726	264	0.477150013
0.000144111	0.00121689	14.44763755	EMC1	105	14	22	8	748	272	0.503792265
0.000144968	0.001222464	14.43646549	SLC35E2	137	22	22	8	990	360	0.504877614
0.000147535	0.001240735	14.40340909	BCL7B	0	6	22	8	44	16	0.511182875
0.000147535	0.001240735	14.40340909	PIGT	0	6	22	8	44	16	0.511182875
0.000153529	0.001289394	14.32842548	SDE2	5	11	22	8	88	32	0.528651592
0.000164877	0.001382822	14.19421488	HIATL2	8	14	22	8	352	128	0.565574177
0.000178348	0.001493787	14.04647009	MPV17	26	26	22	8	726	264	0.609465238
0.000180337	0.001508408	14.02561475	PHTF1	90	60	22	8	1452	528	0.613921886
0.000183682	0.001534314	13.99105949	NOL9	40	0	22	8	528	192	0.622931417
0.000190012	0.001585054	13.92736253	UBXN4	33	30	22	8	770	280	0.641946948
0.00019393	0.001606923	13.88900162	ANAPC16	0	6	22	8	66	24	0.649196737
0.00019393	0.001606923	13.88900162	SYAP1	0	6	22	8	66	24	0.649196737
0.00019393	0.001606923	13.88900162	XRCC2	0	6	22	8	66	24	0.649196737
0.00019393	0.001606923	13.88900162	ATXN3	0	6	22	8	66	24	0.649196737
0.00019393	0.001606923	13.88900162	RP1-80N2.2	0	6	22	8	66	24	0.649196737
0.000214899	0.001778296	13.69611167	SERINC3	11	16	22	8	418	152	0.70954014
0.000220789	0.001800594	13.64533493	MAP7	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	MVP	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	USP40	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	RINT1	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	ZNF100	0	6	22	8	88	32	0.716636427
0.000219361	0.001800594	13.65752366	TCF25	14	18	22	8	396	144	0.716636427
0.000220789	0.001800594	13.64533493	TNKS2	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	DTD2	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	RSBN1L	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	TOP3A	0	6	22	8	88	32	0.716636427
0.000220789	0.001800594	13.64533493	ZNF329	0	6	22	8	88	32	0.716636427
0.000224697	0.001830057	13.61239347	CDC27	14	18	22	8	418	152	0.716636427
0.000230215	0.001872537	13.56685203	AC013394.2	6	12	22	8	220	80	0.72279944
0.000238157	0.001914527	13.50319602	MASTL	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	GLRX3	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	HIST1H2AC	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	ATP5O	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	VIM-AS1	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	WAC-AS1	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	IRAK4	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	ZNF850	0	6	22	8	110	40	0.737092783
0.000238157	0.001914527	13.50319602	C8orf44	0	6	22	8	110	40	0.737092783
0.000242018	0.001943039	13.47302486	SRSF4	14	18	22	8	506	184	0.737092783
0.000250277	0.002006749	13.41007053	GALNT10	0	6	22	8	132	48	0.752530822
0.000254688	0.002039475	13.37730391	FTX	1	7	22	8	66	24	0.762763629
0.000260834	0.002085997	13.33258484	ICMT	38	0	22	8	440	160	0.778076763
0.000270895	0.002163667	13.26162504	INPP5D	107	15	22	8	1078	392	0.804884064
0.000277103	0.002210405	13.21915137	ZMYM2	27	26	22	8	682	248	0.820060277
0.000281058	0.002239068	13.19259404	ST3GAL2	6	12	22	8	396	144	0.828455187
0.000294133	0.002340224	13.10739285	MAML3	34	30	22	8	814	296	0.863542765
0.000306209	0.002433186	13.03202479	SLC9B2	15	18	22	8	242	88	0.895412529
0.000309657	0.002457435	13.01105484	LMO2	3	9	22	8	110	40	0.90187874
0.000343386	0.00272162	12.81753403	ARHGAP15	76	8	22	8	748	272	0.996112761
0.000346747	0.002741249	12.79931006	OGDH	2	8	22	8	110	40	1
0.000346747	0.002741249	12.79931006	CHAF1B	2	8	22	8	110	40	1
0.000355039	0.002781962	12.75510373	PHTF2	1	7	22	8	132	48	1
0.000354011	0.002781962	12.76052576	RAB7A	110	16	22	8	1320	480	1
0.000355039	0.002781962	12.75510373	PACSIN2	1	7	22	8	132	48	1
0.000355039	0.002781962	12.75510373	RP11-977G19.10	1	7	22	8	132	48	1
0.000355039	0.002781962	12.75510373	NUP214	1	7	22	8	132	48	1
0.000355039	0.002781962	12.75510373	MKLN1	1	7	22	8	132	48	1
0.000355039	0.002781962	12.75510373	NXF1	1	7	22	8	132	48	1
0.000357708	0.002799339	12.74109413	MPHOSPH9	4	10	22	8	220	80	1
0.00036651	0.002860994	12.69563533	ABHD17C	3	9	22	8	154	56	1
0.00036651	0.002860994	12.69563533	CTC-260E6.6	3	9	22	8	154	56	1
0.000368765	0.002874972	12.68416809	ARL15	37	0	22	8	616	224	1
0.000371388	0.002877332	12.67091162	KATNBL1	1	7	22	8	154	56	1
0.000371388	0.002877332	12.67091162	UPK3B	1	7	22	8	154	56	1
0.000371388	0.002877332	12.67091162	MICU2	1	7	22	8	154	56	1
0.000371388	0.002877332	12.67091162	BTAF1	1	7	22	8	154	56	1
0.000371388	0.002877332	12.67091162	IFNGR2	1	7	22	8	154	56	1
0.000375821	0.002900794	12.64872995	SELT	2	8	22	8	132	48	1
0.000375821	0.002900794	12.64872995	RPS10-NUDT3	2	8	22	8	132	48	1
0.000375821	0.002900794	12.64872995	STX8	2	8	22	8	132	48	1
0.000383998	0.002952877	12.60849334	SAE1	1	7	22	8	176	64	1
0.000383998	0.002952877	12.60849334	PICALM	1	7	22	8	176	64	1
0.000383998	0.002952877	12.60849334	CASP8AP2	1	7	22	8	176	64	1
0.00038571	0.002960926	12.60017943	GMFG	3	9	22	8	176	64	1
0.000386	0.002960926	12.5987734	AKAP13	4	10	22	8	286	104	1
0.000397624	0.003046324	12.54332386	C1orf159	2	8	22	8	154	56	1
0.000414556	0.003172124	12.46541502	FANCI	2	8	22	8	176	64	1
0.000439112	0.003347618	12.35795455	CTNND1	2	8	22	8	220	80	1
0.000439112	0.003347618	12.35795455	SDCCAG8	2	8	22	8	220	80	1
0.000439112	0.003347618	12.35795455	MAP2K1	2	8	22	8	220	80	1
0.000451307	0.003432146	12.30681818	TCP11L1	0	5	22	8	22	8	1
0.000451307	0.003432146	12.30681818	TRIM65	0	5	22	8	22	8	1
0.000459428	0.003489629	12.27352981	RHOA	37	31	22	8	792	288	1
0.000469187	0.003559389	12.23430999	RP11-384K6.6	41	1	22	8	484	176	1
0.000481587	0.003648995	12.18564354	ATP2C1	129	22	22	8	902	328	1
0.000486839	0.003683175	12.16541202	C5orf24	41	1	22	8	528	192	1
0.000487287	0.003683175	12.16369779	SH3BP2	17	19	22	8	352	128	1
0.000488031	0.003684308	12.16085051	NUDT3	8	13	22	8	330	120	1
0.000522813	0.003942084	12.03248719	FAM20B	84	11	22	8	484	176	1
0.000533578	0.004018371	11.9944981	SLC6A6	33	0	22	8	220	80	1
0.0005359	0.004030958	11.98640691	GATAD2B	116	18	22	8	1804	656	1
0.00054809	0.004113219	11.9444985	TRMT61B	51	3	22	8	682	248	1
0.000548164	0.004113219	11.94424716	MRPS21	45	3	22	8	154	56	1
0.000573148	0.004295492	11.8612259	TADA3	33	0	22	8	242	88	1
0.000584093	0.004372234	11.82600029	KIAA1211	34	0	22	8	374	136	1
0.000588739	0.004401692	11.81125076	KLHL23	44	2	22	8	330	120	1
0.000638122	0.004765158	11.66134437	CCT4	13	16	22	8	242	88	1
0.000658964	0.004914875	11.6015625	TXNDC15	39	1	22	8	396	144	1
0.000660706	0.004916031	11.59665456	METTL6	113	18	22	8	1056	384	1
0.000660175	0.004916031	11.5981484	NANS	7	12	22	8	352	128	1
0.000664983	0.004941926	11.58465334	ANKRD44	34	0	22	8	528	192	1
